connection,member_tag,type,demand_kip_or_kipft,note
beam-end @ 600101/600102,580,shear (+moment if MF),"V=72.8 kip, M=454.7 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 600102/600103,581,shear (+moment if MF),"V=72.8 kip, M=454.7 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 600103/600104,582,shear (+moment if MF),"V=72.8 kip, M=454.7 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 600200/600201,583,shear (+moment if MF),"V=72.8 kip, M=454.7 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 600201/600202,584,shear (+moment if MF),"V=72.8 kip, M=454.7 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 600202/600203,585,shear (+moment if MF),"V=72.8 kip, M=454.7 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 600203/600204,586,shear (+moment if MF),"V=72.8 kip, M=454.7 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 600300/600301,587,shear (+moment if MF),"V=72.8 kip, M=454.7 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 600301/600302,588,shear (+moment if MF),"V=72.8 kip, M=454.7 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 600302/600303,589,shear (+moment if MF),"V=72.8 kip, M=454.7 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 600303/600304,590,shear (+moment if MF),"V=72.8 kip, M=454.7 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 600400/600401,591,shear (+moment if MF),"V=72.8 kip, M=454.7 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 600401/600402,592,shear (+moment if MF),"V=72.8 kip, M=454.7 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 600402/600403,593,shear (+moment if MF),"V=72.8 kip, M=454.7 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 600403/600404,594,shear (+moment if MF),"V=72.8 kip, M=454.7 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 600500/600501,595,shear (+moment if MF),"V=72.8 kip, M=454.7 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 600501/600502,596,shear (+moment if MF),"V=72.8 kip, M=454.7 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 600502/600503,597,shear (+moment if MF),"V=72.8 kip, M=454.7 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 600503/600504,598,shear (+moment if MF),"V=72.8 kip, M=454.7 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 700000/700100,599,shear (+moment if MF),"V=72.8 kip, M=545.6 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 700100/700200,600,shear (+moment if MF),"V=72.8 kip, M=545.6 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 700200/700300,601,shear (+moment if MF),"V=72.8 kip, M=545.6 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 700300/700400,602,shear (+moment if MF),"V=72.8 kip, M=545.6 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 700400/700500,603,shear (+moment if MF),"V=72.8 kip, M=545.6 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 700001/700101,604,shear (+moment if MF),"V=72.8 kip, M=545.6 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 700101/700201,605,shear (+moment if MF),"V=72.8 kip, M=545.6 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 700201/700301,606,shear (+moment if MF),"V=72.8 kip, M=545.6 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 700301/700401,607,shear (+moment if MF),"V=72.8 kip, M=545.6 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 700401/700501,608,shear (+moment if MF),"V=72.8 kip, M=545.6 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 700002/700102,609,shear (+moment if MF),"V=72.8 kip, M=545.6 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 700102/700202,610,shear (+moment if MF),"V=72.8 kip, M=545.6 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 700202/700302,611,shear (+moment if MF),"V=72.8 kip, M=545.6 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 700302/700402,612,shear (+moment if MF),"V=72.8 kip, M=545.6 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 700402/700502,613,shear (+moment if MF),"V=72.8 kip, M=545.6 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 700003/700103,614,shear (+moment if MF),"V=72.8 kip, M=545.6 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 700103/700203,615,shear (+moment if MF),"V=72.8 kip, M=545.6 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 700203/700303,616,shear (+moment if MF),"V=72.8 kip, M=545.6 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 700303/700403,617,shear (+moment if MF),"V=72.8 kip, M=545.6 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 700403/700503,618,shear (+moment if MF),"V=72.8 kip, M=545.6 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 700004/700104,619,shear (+moment if MF),"V=72.8 kip, M=545.6 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 700104/700204,620,shear (+moment if MF),"V=72.8 kip, M=545.6 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 700204/700304,621,shear (+moment if MF),"V=72.8 kip, M=545.6 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 700304/700404,622,shear (+moment if MF),"V=72.8 kip, M=545.6 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 700404/700504,623,shear (+moment if MF),"V=72.8 kip, M=545.6 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 700000/700001,624,shear (+moment if MF),"V=72.8 kip, M=454.7 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 700001/700002,625,shear (+moment if MF),"V=72.8 kip, M=454.7 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 700002/700003,626,shear (+moment if MF),"V=72.8 kip, M=454.7 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 700003/700004,627,shear (+moment if MF),"V=72.8 kip, M=454.7 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 700100/700101,628,shear (+moment if MF),"V=72.8 kip, M=454.7 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 700101/700102,629,shear (+moment if MF),"V=72.8 kip, M=454.7 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 700102/700103,630,shear (+moment if MF),"V=72.8 kip, M=454.7 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 700103/700104,631,shear (+moment if MF),"V=72.8 kip, M=454.7 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 700200/700201,632,shear (+moment if MF),"V=72.8 kip, M=454.7 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 700201/700202,633,shear (+moment if MF),"V=72.8 kip, M=454.7 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 700202/700203,634,shear (+moment if MF),"V=72.8 kip, M=454.7 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 700203/700204,635,shear (+moment if MF),"V=72.8 kip, M=454.7 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 700300/700301,636,shear (+moment if MF),"V=72.8 kip, M=454.7 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 700301/700302,637,shear (+moment if MF),"V=72.8 kip, M=454.7 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 700302/700303,638,shear (+moment if MF),"V=72.8 kip, M=454.7 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 700303/700304,639,shear (+moment if MF),"V=72.8 kip, M=454.7 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 700400/700401,640,shear (+moment if MF),"V=72.8 kip, M=454.7 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 700401/700402,641,shear (+moment if MF),"V=72.8 kip, M=454.7 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 700402/700403,642,shear (+moment if MF),"V=72.8 kip, M=454.7 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 700403/700404,643,shear (+moment if MF),"V=72.8 kip, M=454.7 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 700500/700501,644,shear (+moment if MF),"V=72.8 kip, M=454.7 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 700501/700502,645,shear (+moment if MF),"V=72.8 kip, M=454.7 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 700502/700503,646,shear (+moment if MF),"V=72.8 kip, M=454.7 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 700503/700504,647,shear (+moment if MF),"V=72.8 kip, M=454.7 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 800000/800100,648,shear (+moment if MF),"V=45.8 kip, M=343.1 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 800100/800200,649,shear (+moment if MF),"V=45.8 kip, M=343.1 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 800200/800300,650,shear (+moment if MF),"V=45.8 kip, M=343.1 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 800300/800400,651,shear (+moment if MF),"V=45.8 kip, M=343.1 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 800400/800500,652,shear (+moment if MF),"V=45.8 kip, M=343.1 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 800001/800101,653,shear (+moment if MF),"V=45.8 kip, M=343.1 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 800101/800201,654,shear (+moment if MF),"V=45.8 kip, M=343.1 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 800201/800301,655,shear (+moment if MF),"V=45.8 kip, M=343.1 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 800301/800401,656,shear (+moment if MF),"V=45.8 kip, M=343.1 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 800401/800501,657,shear (+moment if MF),"V=45.8 kip, M=343.1 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 800002/800102,658,shear (+moment if MF),"V=45.8 kip, M=343.1 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 800102/800202,659,shear (+moment if MF),"V=45.8 kip, M=343.1 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 800202/800302,660,shear (+moment if MF),"V=45.8 kip, M=343.1 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 800302/800402,661,shear (+moment if MF),"V=45.8 kip, M=343.1 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 800402/800502,662,shear (+moment if MF),"V=45.8 kip, M=343.1 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 800003/800103,663,shear (+moment if MF),"V=45.8 kip, M=343.1 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 800103/800203,664,shear (+moment if MF),"V=45.8 kip, M=343.1 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 800203/800303,665,shear (+moment if MF),"V=45.8 kip, M=343.1 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 800303/800403,666,shear (+moment if MF),"V=45.8 kip, M=343.1 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 800403/800503,667,shear (+moment if MF),"V=45.8 kip, M=343.1 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 800004/800104,668,shear (+moment if MF),"V=45.8 kip, M=343.1 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 800104/800204,669,shear (+moment if MF),"V=45.8 kip, M=343.1 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 800204/800304,670,shear (+moment if MF),"V=45.8 kip, M=343.1 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 800304/800404,671,shear (+moment if MF),"V=45.8 kip, M=343.1 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 800404/800504,672,shear (+moment if MF),"V=45.8 kip, M=343.1 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 800000/800001,673,shear (+moment if MF),"V=45.8 kip, M=285.9 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 800001/800002,674,shear (+moment if MF),"V=45.8 kip, M=285.9 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 800002/800003,675,shear (+moment if MF),"V=45.8 kip, M=285.9 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 800003/800004,676,shear (+moment if MF),"V=45.8 kip, M=285.9 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 800100/800101,677,shear (+moment if MF),"V=45.8 kip, M=285.9 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 800101/800102,678,shear (+moment if MF),"V=45.8 kip, M=285.9 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 800102/800103,679,shear (+moment if MF),"V=45.8 kip, M=285.9 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 800103/800104,680,shear (+moment if MF),"V=45.8 kip, M=285.9 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 800200/800201,681,shear (+moment if MF),"V=45.8 kip, M=285.9 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 800201/800202,682,shear (+moment if MF),"V=45.8 kip, M=285.9 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 800202/800203,683,shear (+moment if MF),"V=45.8 kip, M=285.9 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 800203/800204,684,shear (+moment if MF),"V=45.8 kip, M=285.9 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 800300/800301,685,shear (+moment if MF),"V=45.8 kip, M=285.9 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 800301/800302,686,shear (+moment if MF),"V=45.8 kip, M=285.9 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 800302/800303,687,shear (+moment if MF),"V=45.8 kip, M=285.9 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 800303/800304,688,shear (+moment if MF),"V=45.8 kip, M=285.9 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 800400/800401,689,shear (+moment if MF),"V=45.8 kip, M=285.9 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 800401/800402,690,shear (+moment if MF),"V=45.8 kip, M=285.9 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 800402/800403,691,shear (+moment if MF),"V=45.8 kip, M=285.9 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 800403/800404,692,shear (+moment if MF),"V=45.8 kip, M=285.9 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 800500/800501,693,shear (+moment if MF),"V=45.8 kip, M=285.9 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 800501/800502,694,shear (+moment if MF),"V=45.8 kip, M=285.9 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 800502/800503,695,shear (+moment if MF),"V=45.8 kip, M=285.9 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 800503/800504,696,shear (+moment if MF),"V=45.8 kip, M=285.9 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
"column base @ grid(4,0)",400,base plate/anchorage,"P=758.9 kip, Vx=0.0, Vy=-0.0, M=0.0 kip-ft",base plate/anchor rods per AISC 360 J8/J9 (agent); anchorage ACI 318 Ch.17
"column base @ grid(3,4)",304,base plate/anchorage,"P=758.9 kip, Vx=38.3, Vy=-0.0, M=0.0 kip-ft",base plate/anchor rods per AISC 360 J8/J9 (agent); anchorage ACI 318 Ch.17
"column base @ grid(4,3)",403,base plate/anchorage,"P=758.9 kip, Vx=-0.0, Vy=-0.0, M=0.0 kip-ft",base plate/anchor rods per AISC 360 J8/J9 (agent); anchorage ACI 318 Ch.17
"column base @ grid(3,1)",301,base plate/anchorage,"P=758.9 kip, Vx=0.0, Vy=-0.0, M=0.0 kip-ft",base plate/anchor rods per AISC 360 J8/J9 (agent); anchorage ACI 318 Ch.17
"column base @ grid(5,4)",504,base plate/anchorage,"P=758.9 kip, Vx=-0.0, Vy=-0.0, M=0.0 kip-ft",base plate/anchor rods per AISC 360 J8/J9 (agent); anchorage ACI 318 Ch.17
"column base @ grid(5,1)",501,base plate/anchorage,"P=758.9 kip, Vx=-0.0, Vy=-0.0, M=0.0 kip-ft",base plate/anchor rods per AISC 360 J8/J9 (agent); anchorage ACI 318 Ch.17
"column base @ grid(0,2)",2,base plate/anchorage,"P=758.9 kip, Vx=-0.0, Vy=-47.9, M=0.0 kip-ft",base plate/anchor rods per AISC 360 J8/J9 (agent); anchorage ACI 318 Ch.17
"column base @ grid(2,2)",202,base plate/anchorage,"P=758.9 kip, Vx=-0.0, Vy=-0.0, M=0.0 kip-ft",base plate/anchor rods per AISC 360 J8/J9 (agent); anchorage ACI 318 Ch.17
"column base @ grid(1,0)",100,base plate/anchorage,"P=758.9 kip, Vx=38.3, Vy=-0.0, M=0.0 kip-ft",base plate/anchor rods per AISC 360 J8/J9 (agent); anchorage ACI 318 Ch.17
"column base @ grid(1,3)",103,base plate/anchorage,"P=758.9 kip, Vx=-0.0, Vy=-0.0, M=0.0 kip-ft",base plate/anchor rods per AISC 360 J8/J9 (agent); anchorage ACI 318 Ch.17
"column base @ grid(4,2)",402,base plate/anchorage,"P=758.9 kip, Vx=-0.0, Vy=-0.0, M=0.0 kip-ft",base plate/anchor rods per AISC 360 J8/J9 (agent); anchorage ACI 318 Ch.17
"column base @ grid(3,0)",300,base plate/anchorage,"P=758.9 kip, Vx=0.0, Vy=-0.0, M=0.0 kip-ft",base plate/anchor rods per AISC 360 J8/J9 (agent); anchorage ACI 318 Ch.17
"column base @ grid(3,3)",303,base plate/anchorage,"P=758.9 kip, Vx=-0.0, Vy=-0.0, M=0.0 kip-ft",base plate/anchor rods per AISC 360 J8/J9 (agent); anchorage ACI 318 Ch.17
"column base @ grid(5,0)",500,base plate/anchorage,"P=758.9 kip, Vx=-0.0, Vy=-0.0, M=0.0 kip-ft",base plate/anchor rods per AISC 360 J8/J9 (agent); anchorage ACI 318 Ch.17
"column base @ grid(5,3)",503,base plate/anchorage,"P=758.9 kip, Vx=-0.0, Vy=-47.9, M=0.0 kip-ft",base plate/anchor rods per AISC 360 J8/J9 (agent); anchorage ACI 318 Ch.17
"column base @ grid(0,1)",1,base plate/anchorage,"P=758.9 kip, Vx=-0.0, Vy=47.9, M=0.0 kip-ft",base plate/anchor rods per AISC 360 J8/J9 (agent); anchorage ACI 318 Ch.17
"column base @ grid(2,4)",204,base plate/anchorage,"P=758.9 kip, Vx=-0.0, Vy=-0.0, M=0.0 kip-ft",base plate/anchor rods per AISC 360 J8/J9 (agent); anchorage ACI 318 Ch.17
"column base @ grid(1,2)",102,base plate/anchorage,"P=758.9 kip, Vx=-0.0, Vy=-0.0, M=0.0 kip-ft",base plate/anchor rods per AISC 360 J8/J9 (agent); anchorage ACI 318 Ch.17
"column base @ grid(0,4)",4,base plate/anchorage,"P=758.9 kip, Vx=-0.0, Vy=-0.0, M=0.0 kip-ft",base plate/anchor rods per AISC 360 J8/J9 (agent); anchorage ACI 318 Ch.17
"column base @ grid(2,1)",201,base plate/anchorage,"P=758.9 kip, Vx=0.0, Vy=-0.0, M=0.0 kip-ft",base plate/anchor rods per AISC 360 J8/J9 (agent); anchorage ACI 318 Ch.17
"column base @ grid(3,2)",302,base plate/anchorage,"P=758.9 kip, Vx=-0.0, Vy=-0.0, M=0.0 kip-ft",base plate/anchor rods per AISC 360 J8/J9 (agent); anchorage ACI 318 Ch.17
"column base @ grid(4,1)",401,base plate/anchorage,"P=758.9 kip, Vx=0.0, Vy=-0.0, M=0.0 kip-ft",base plate/anchor rods per AISC 360 J8/J9 (agent); anchorage ACI 318 Ch.17
"column base @ grid(5,2)",502,base plate/anchorage,"P=758.9 kip, Vx=-0.0, Vy=47.9, M=0.0 kip-ft",base plate/anchor rods per AISC 360 J8/J9 (agent); anchorage ACI 318 Ch.17
"column base @ grid(4,4)",404,base plate/anchorage,"P=758.9 kip, Vx=-38.3, Vy=-0.0, M=0.0 kip-ft",base plate/anchor rods per AISC 360 J8/J9 (agent); anchorage ACI 318 Ch.17
"column base @ grid(0,0)",0,base plate/anchorage,"P=758.9 kip, Vx=-0.0, Vy=-0.0, M=0.0 kip-ft",base plate/anchor rods per AISC 360 J8/J9 (agent); anchorage ACI 318 Ch.17
"column base @ grid(1,1)",101,base plate/anchorage,"P=758.9 kip, Vx=0.0, Vy=-0.0, M=0.0 kip-ft",base plate/anchor rods per AISC 360 J8/J9 (agent); anchorage ACI 318 Ch.17
"column base @ grid(0,3)",3,base plate/anchorage,"P=758.9 kip, Vx=-0.0, Vy=-0.0, M=0.0 kip-ft",base plate/anchor rods per AISC 360 J8/J9 (agent); anchorage ACI 318 Ch.17
"column base @ grid(2,0)",200,base plate/anchorage,"P=758.8 kip, Vx=-38.3, Vy=-0.0, M=0.0 kip-ft",base plate/anchor rods per AISC 360 J8/J9 (agent); anchorage ACI 318 Ch.17
"column base @ grid(1,4)",104,base plate/anchorage,"P=758.9 kip, Vx=-0.0, Vy=-0.0, M=0.0 kip-ft",base plate/anchor rods per AISC 360 J8/J9 (agent); anchorage ACI 318 Ch.17
"column base @ grid(2,3)",203,base plate/anchorage,"P=758.9 kip, Vx=-0.0, Vy=-0.0, M=0.0 kip-ft",base plate/anchor rods per AISC 360 J8/J9 (agent); anchorage ACI 318 Ch.17
