connection,member_tag,type,demand_kip_or_kipft,note
beam-end @ 600103/600104,538,shear (+moment if MF),"V=65.7 kip, M=492.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 600200/600201,539,shear (+moment if MF),"V=65.7 kip, M=492.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 600201/600202,540,shear (+moment if MF),"V=65.7 kip, M=492.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 600202/600203,541,shear (+moment if MF),"V=65.7 kip, M=492.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 600203/600204,542,shear (+moment if MF),"V=65.7 kip, M=492.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 600300/600301,543,shear (+moment if MF),"V=65.7 kip, M=492.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 600301/600302,544,shear (+moment if MF),"V=65.7 kip, M=492.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 600302/600303,545,shear (+moment if MF),"V=65.7 kip, M=492.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 600303/600304,546,shear (+moment if MF),"V=65.7 kip, M=492.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 600400/600401,547,shear (+moment if MF),"V=65.7 kip, M=492.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 600401/600402,548,shear (+moment if MF),"V=65.7 kip, M=492.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 600402/600403,549,shear (+moment if MF),"V=65.7 kip, M=492.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 600403/600404,550,shear (+moment if MF),"V=65.7 kip, M=492.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 600500/600501,551,shear (+moment if MF),"V=65.7 kip, M=492.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 600501/600502,552,shear (+moment if MF),"V=65.7 kip, M=492.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 600502/600503,553,shear (+moment if MF),"V=65.7 kip, M=492.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 600503/600504,554,shear (+moment if MF),"V=65.7 kip, M=492.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 600600/600601,555,shear (+moment if MF),"V=65.7 kip, M=492.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 600601/600602,556,shear (+moment if MF),"V=65.7 kip, M=492.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 600602/600603,557,shear (+moment if MF),"V=65.7 kip, M=492.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
beam-end @ 600603/600604,558,shear (+moment if MF),"V=65.7 kip, M=492.8 kip-ft",size per AISC 360 Ch.J (agent derives bolt/weld/plate from RAG); MF per A358
"column base @ grid(4,0)",400,base plate/anchorage,"P=912.5 kip, Vx=-0.0, Vy=-0.0, M=0.0 kip-ft",base plate/anchor rods per AISC 360 J8/J9 (agent); anchorage ACI 318 Ch.17
"column base @ grid(3,4)",304,base plate/anchorage,"P=912.5 kip, Vx=-0.0, Vy=-0.0, M=0.0 kip-ft",base plate/anchor rods per AISC 360 J8/J9 (agent); anchorage ACI 318 Ch.17
"column base @ grid(4,3)",403,base plate/anchorage,"P=912.5 kip, Vx=0.0, Vy=-0.0, M=0.0 kip-ft",base plate/anchor rods per AISC 360 J8/J9 (agent); anchorage ACI 318 Ch.17
"column base @ grid(3,1)",301,base plate/anchorage,"P=912.5 kip, Vx=0.0, Vy=-0.0, M=0.0 kip-ft",base plate/anchor rods per AISC 360 J8/J9 (agent); anchorage ACI 318 Ch.17
"column base @ grid(5,4)",504,base plate/anchorage,"P=912.5 kip, Vx=-0.0, Vy=-0.0, M=0.0 kip-ft",base plate/anchor rods per AISC 360 J8/J9 (agent); anchorage ACI 318 Ch.17
"column base @ grid(5,1)",501,base plate/anchorage,"P=912.5 kip, Vx=0.0, Vy=-0.0, M=0.0 kip-ft",base plate/anchor rods per AISC 360 J8/J9 (agent); anchorage ACI 318 Ch.17
"column base @ grid(0,2)",2,base plate/anchorage,"P=912.5 kip, Vx=-0.0, Vy=-0.0, M=0.0 kip-ft",base plate/anchor rods per AISC 360 J8/J9 (agent); anchorage ACI 318 Ch.17
"column base @ grid(2,2)",202,base plate/anchorage,"P=912.5 kip, Vx=0.0, Vy=-0.0, M=0.0 kip-ft",base plate/anchor rods per AISC 360 J8/J9 (agent); anchorage ACI 318 Ch.17
"column base @ grid(1,0)",100,base plate/anchorage,"P=912.5 kip, Vx=0.0, Vy=-0.0, M=0.0 kip-ft",base plate/anchor rods per AISC 360 J8/J9 (agent); anchorage ACI 318 Ch.17
"column base @ grid(1,3)",103,base plate/anchorage,"P=912.5 kip, Vx=0.0, Vy=-0.0, M=0.0 kip-ft",base plate/anchor rods per AISC 360 J8/J9 (agent); anchorage ACI 318 Ch.17
"column base @ grid(6,2)",602,base plate/anchorage,"P=912.5 kip, Vx=-0.0, Vy=-0.0, M=0.0 kip-ft",base plate/anchor rods per AISC 360 J8/J9 (agent); anchorage ACI 318 Ch.17
"column base @ grid(4,2)",402,base plate/anchorage,"P=912.5 kip, Vx=0.0, Vy=-0.0, M=0.0 kip-ft",base plate/anchor rods per AISC 360 J8/J9 (agent); anchorage ACI 318 Ch.17
"column base @ grid(3,0)",300,base plate/anchorage,"P=912.5 kip, Vx=0.0, Vy=-0.0, M=0.0 kip-ft",base plate/anchor rods per AISC 360 J8/J9 (agent); anchorage ACI 318 Ch.17
"column base @ grid(3,3)",303,base plate/anchorage,"P=912.5 kip, Vx=0.0, Vy=-0.0, M=0.0 kip-ft",base plate/anchor rods per AISC 360 J8/J9 (agent); anchorage ACI 318 Ch.17
"column base @ grid(5,0)",500,base plate/anchorage,"P=912.5 kip, Vx=-0.0, Vy=-0.0, M=0.0 kip-ft",base plate/anchor rods per AISC 360 J8/J9 (agent); anchorage ACI 318 Ch.17
"column base @ grid(5,3)",503,base plate/anchorage,"P=912.5 kip, Vx=0.0, Vy=-0.0, M=0.0 kip-ft",base plate/anchor rods per AISC 360 J8/J9 (agent); anchorage ACI 318 Ch.17
"column base @ grid(0,1)",1,base plate/anchorage,"P=912.5 kip, Vx=-0.0, Vy=0.0, M=0.0 kip-ft",base plate/anchor rods per AISC 360 J8/J9 (agent); anchorage ACI 318 Ch.17
"column base @ grid(2,4)",204,base plate/anchorage,"P=912.5 kip, Vx=-0.0, Vy=-0.0, M=0.0 kip-ft",base plate/anchor rods per AISC 360 J8/J9 (agent); anchorage ACI 318 Ch.17
"column base @ grid(1,2)",102,base plate/anchorage,"P=912.5 kip, Vx=0.0, Vy=-0.0, M=0.0 kip-ft",base plate/anchor rods per AISC 360 J8/J9 (agent); anchorage ACI 318 Ch.17
"column base @ grid(0,4)",4,base plate/anchorage,"P=912.5 kip, Vx=0.0, Vy=-0.0, M=0.0 kip-ft",base plate/anchor rods per AISC 360 J8/J9 (agent); anchorage ACI 318 Ch.17
"column base @ grid(2,1)",201,base plate/anchorage,"P=912.5 kip, Vx=0.0, Vy=-0.0, M=0.0 kip-ft",base plate/anchor rods per AISC 360 J8/J9 (agent); anchorage ACI 318 Ch.17
"column base @ grid(6,1)",601,base plate/anchorage,"P=912.5 kip, Vx=-0.0, Vy=-0.0, M=0.0 kip-ft",base plate/anchor rods per AISC 360 J8/J9 (agent); anchorage ACI 318 Ch.17
"column base @ grid(6,4)",604,base plate/anchorage,"P=912.5 kip, Vx=0.0, Vy=0.0, M=0.0 kip-ft",base plate/anchor rods per AISC 360 J8/J9 (agent); anchorage ACI 318 Ch.17
"column base @ grid(3,2)",302,base plate/anchorage,"P=912.5 kip, Vx=0.0, Vy=-0.0, M=0.0 kip-ft",base plate/anchor rods per AISC 360 J8/J9 (agent); anchorage ACI 318 Ch.17
"column base @ grid(4,1)",401,base plate/anchorage,"P=912.5 kip, Vx=0.0, Vy=-0.0, M=0.0 kip-ft",base plate/anchor rods per AISC 360 J8/J9 (agent); anchorage ACI 318 Ch.17
"column base @ grid(5,2)",502,base plate/anchorage,"P=912.5 kip, Vx=0.0, Vy=-0.0, M=0.0 kip-ft",base plate/anchor rods per AISC 360 J8/J9 (agent); anchorage ACI 318 Ch.17
"column base @ grid(4,4)",404,base plate/anchorage,"P=912.5 kip, Vx=-0.0, Vy=-0.0, M=0.0 kip-ft",base plate/anchor rods per AISC 360 J8/J9 (agent); anchorage ACI 318 Ch.17
"column base @ grid(0,0)",0,base plate/anchorage,"P=912.5 kip, Vx=0.0, Vy=0.0, M=0.0 kip-ft",base plate/anchor rods per AISC 360 J8/J9 (agent); anchorage ACI 318 Ch.17
"column base @ grid(1,1)",101,base plate/anchorage,"P=912.5 kip, Vx=0.0, Vy=-0.0, M=0.0 kip-ft",base plate/anchor rods per AISC 360 J8/J9 (agent); anchorage ACI 318 Ch.17
"column base @ grid(0,3)",3,base plate/anchorage,"P=912.5 kip, Vx=-0.0, Vy=-0.0, M=0.0 kip-ft",base plate/anchor rods per AISC 360 J8/J9 (agent); anchorage ACI 318 Ch.17
"column base @ grid(2,0)",200,base plate/anchorage,"P=912.5 kip, Vx=-0.0, Vy=-0.0, M=0.0 kip-ft",base plate/anchor rods per AISC 360 J8/J9 (agent); anchorage ACI 318 Ch.17
"column base @ grid(1,4)",104,base plate/anchorage,"P=912.5 kip, Vx=0.0, Vy=-0.0, M=0.0 kip-ft",base plate/anchor rods per AISC 360 J8/J9 (agent); anchorage ACI 318 Ch.17
"column base @ grid(2,3)",203,base plate/anchorage,"P=912.5 kip, Vx=0.0, Vy=-0.0, M=0.0 kip-ft",base plate/anchor rods per AISC 360 J8/J9 (agent); anchorage ACI 318 Ch.17
"column base @ grid(6,0)",600,base plate/anchorage,"P=912.5 kip, Vx=0.0, Vy=0.0, M=0.0 kip-ft",base plate/anchor rods per AISC 360 J8/J9 (agent); anchorage ACI 318 Ch.17
"column base @ grid(6,3)",603,base plate/anchorage,"P=912.5 kip, Vx=-0.0, Vy=0.0, M=0.0 kip-ft",base plate/anchor rods per AISC 360 J8/J9 (agent); anchorage ACI 318 Ch.17
